[22:08:12] === bulk seed generation starting (target=6000, workers=4, batch=5) ===
[22:08:12] existing accepted seeds: 0 | {}
[22:08:12] prepared 1200 batches across categories
[22:09:05]   +5 [partial_knowledge] ; total=5 ; rate=6/min ; 1/1200 batches
[23:19:53]   +5 [partial_knowledge] ; total=595 ; rate=22/min ; 119/5816 batches
[23:20:37]   +5 [partial_knowledge] ; total=600 ; rate=21/min ; 120/5816 batches
[23:20:41]   +5 [partial_knowledge] ; total=605 ; rate=21/min ; 121/5816 batches
[23:20:45]   +5 [partial_knowledge] ; total=610 ; rate=21/min ; 122/5816 batches
[23:20:58]   +5 [partial_knowledge] ; total=615 ; rate=21/min ; 123/5816 batches
[23:21:40]   +5 [partial_knowledge] ; total=620 ; rate=21/min ; 124/5816 batches
[23:21:41]   +5 [partial_knowledge] ; total=625 ; rate=21/min ; 125/5816 batches
[23:21:41]   +5 [partial_knowledge] ; total=630 ; rate=21/min ; 126/5816 batches
[23:21:50]   +5 [partial_knowledge] ; total=635 ; rate=22/min ; 127/5816 batches
[23:22:33]   +5 [partial_knowledge] ; total=640 ; rate=21/min ; 128/5816 batches
[23:22:36]   +5 [partial_knowledge] ; total=645 ; rate=21/min ; 129/5816 batches
[23:22:38]   +5 [partial_knowledge] ; total=650 ; rate=21/min ; 130/5816 batches
[23:22:46]   +5 [partial_knowledge] ; total=655 ; rate=22/min ; 131/5816 batches
[23:23:28]   +5 [partial_knowledge] ; total=660 ; rate=21/min ; 132/5816 batches
[23:23:28]   +5 [partial_knowledge] ; total=665 ; rate=21/min ; 133/5816 batches
[23:23:37]   +5 [partial_knowledge] ; total=670 ; rate=21/min ; 134/5816 batches
[23:23:41]   +5 [partial_knowledge] ; total=675 ; rate=22/min ; 135/5816 batches
[23:24:26]   +5 [partial_knowledge] ; total=680 ; rate=21/min ; 136/5816 batches
[23:24:28]   +5 [partial_knowledge] ; total=685 ; rate=21/min ; 137/5816 batches
[23:24:33]   +5 [partial_knowledge] ; total=690 ; rate=21/min ; 138/5816 batches
[23:24:43]   +5 [partial_knowledge] ; total=695 ; rate=21/min ; 139/5816 batches
[23:25:18]   +5 [partial_knowledge] ; total=700 ; rate=21/min ; 140/5816 batches
[23:25:24]   +5 [partial_knowledge] ; total=705 ; rate=21/min ; 141/5816 batches
[23:25:24]   +5 [partial_knowledge] ; total=710 ; rate=21/min ; 142/5816 batches
[23:25:43]   +5 [partial_knowledge] ; total=715 ; rate=21/min ; 143/5816 batches
[23:26:13]   +5 [partial_knowledge] ; total=720 ; rate=21/min ; 144/5816 batches
[23:26:15]   +5 [partial_knowledge] ; total=725 ; rate=21/min ; 145/5816 batches
[23:26:15]   +5 [partial_knowledge] ; total=730 ; rate=22/min ; 146/5816 batches
[23:26:37]   +5 [partial_knowledge] ; total=735 ; rate=21/min ; 147/5816 batches
[23:27:03]   +5 [partial_knowledge] ; total=740 ; rate=21/min ; 148/5816 batches
[23:27:12]   +5 [partial_knowledge] ; total=745 ; rate=21/min ; 149/5816 batches
[23:27:18]   +5 [partial_knowledge] ; total=750 ; rate=21/min ; 150/5816 batches
[23:27:31]   +5 [partial_knowledge] ; total=755 ; rate=21/min ; 151/5816 batches
[23:28:08]   +5 [partial_knowledge] ; total=760 ; rate=21/min ; 152/5816 batches
[23:28:13]   +5 [partial_knowledge] ; total=765 ; rate=21/min ; 153/5816 batches
[23:28:23]   +5 [partial_knowledge] ; total=770 ; rate=21/min ; 154/5816 batches
[23:28:38]   +5 [partial_knowledge] ; total=775 ; rate=21/min ; 155/5816 batches
[23:29:09]   +5 [partial_knowledge] ; total=780 ; rate=21/min ; 156/5816 batches
[23:29:09]   +5 [partial_knowledge] ; total=785 ; rate=21/min ; 157/5816 batches
[23:29:28]   +5 [partial_knowledge] ; total=790 ; rate=21/min ; 158/5816 batches
[23:29:33]   +5 [partial_knowledge] ; total=795 ; rate=21/min ; 159/5816 batches
[23:30:01]   +5 [partial_knowledge] ; total=800 ; rate=21/min ; 160/5816 batches
[23:30:02]   +5 [partial_knowledge] ; total=805 ; rate=21/min ; 161/5816 batches
[23:30:19]   +5 [partial_knowledge] ; total=810 ; rate=21/min ; 162/5816 batches
[23:30:31]   +5 [partial_knowledge] ; total=815 ; rate=21/min ; 163/5816 batches
[23:30:57]   +5 [partial_knowledge] ; total=820 ; rate=21/min ; 164/5816 batches
[23:30:59]   +5 [partial_knowledge] ; total=825 ; rate=21/min ; 165/5816 batches
[23:31:11]   +5 [partial_knowledge] ; total=830 ; rate=21/min ; 166/5816 batches
[23:31:28]   +5 [partial_knowledge] ; total=835 ; rate=21/min ; 167/5816 batches
[23:31:52]   +5 [partial_knowledge] ; total=840 ; rate=21/min ; 168/5816 batches
[23:31:54]   +5 [partial_knowledge] ; total=845 ; rate=21/min ; 169/5816 batches
[23:32:04]   +5 [partial_knowledge] ; total=850 ; rate=21/min ; 170/5816 batches
[23:32:18]   +5 [partial_knowledge] ; total=855 ; rate=21/min ; 171/5816 batches
[23:32:43]   +5 [partial_knowledge] ; total=860 ; rate=21/min ; 172/5816 batches
[23:32:52]   +5 [partial_knowledge] ; total=865 ; rate=21/min ; 173/5816 batches
[23:32:54]   +5 [partial_knowledge] ; total=870 ; rate=21/min ; 174/5816 batches
[23:33:29]   +5 [partial_knowledge] ; total=875 ; rate=21/min ; 175/5816 batches
[23:33:40]   +5 [partial_knowledge] ; total=880 ; rate=21/min ; 176/5816 batches
[23:33:50]   +5 [partial_knowledge] ; total=885 ; rate=21/min ; 177/5816 batches
[23:33:52]   +5 [partial_knowledge] ; total=890 ; rate=21/min ; 178/5816 batches
[23:34:24]   +5 [partial_knowledge] ; total=895 ; rate=21/min ; 179/5816 batches
[23:34:38]   +5 [partial_knowledge] ; total=900 ; rate=21/min ; 180/5816 batches
[23:34:43]   +5 [partial_knowledge] ; total=905 ; rate=21/min ; 181/5816 batches
[23:34:50]   +5 [partial_knowledge] ; total=910 ; rate=21/min ; 182/5816 batches
[23:35:23]   +5 [partial_knowledge] ; total=915 ; rate=21/min ; 183/5816 batches
[23:35:36]   +5 [partial_knowledge] ; total=920 ; rate=21/min ; 184/5816 batches
[23:35:39]   +5 [partial_knowledge] ; total=925 ; rate=21/min ; 185/5816 batches
[23:35:43]   +5 [partial_knowledge] ; total=930 ; rate=21/min ; 186/5816 batches
[23:36:08]   +5 [partial_knowledge] ; total=935 ; rate=21/min ; 187/5816 batches
[23:36:29]   +5 [partial_knowledge] ; total=940 ; rate=21/min ; 188/5816 batches
[23:36:33]   +5 [partial_knowledge] ; total=945 ; rate=21/min ; 189/5816 batches
[23:36:36]   +5 [partial_knowledge] ; total=950 ; rate=21/min ; 190/5816 batches
[23:37:01]   +5 [partial_knowledge] ; total=955 ; rate=21/min ; 191/5816 batches
[23:37:27]   +5 [partial_knowledge] ; total=960 ; rate=21/min ; 192/5816 batches
[23:37:33]   +5 [partial_knowledge] ; total=965 ; rate=21/min ; 193/5816 batches
[23:37:42]   +5 [partial_knowledge] ; total=970 ; rate=21/min ; 194/5816 batches
[23:37:52]   +5 [partial_knowledge] ; total=975 ; rate=21/min ; 195/5816 batches
[23:38:15]   +5 [partial_knowledge] ; total=980 ; rate=21/min ; 196/5816 batches
[23:38:32]   +5 [partial_knowledge] ; total=985 ; rate=21/min ; 197/5816 batches
[23:38:38]   +5 [partial_knowledge] ; total=990 ; rate=21/min ; 198/5816 batches
[23:38:42]   +5 [partial_knowledge] ; total=995 ; rate=21/min ; 199/5816 batches
[23:39:11]   +5 [partial_knowledge] ; total=1000 ; rate=21/min ; 200/5816 batches
[23:39:20]   +5 [partial_knowledge] ; total=1005 ; rate=21/min ; 201/5816 batches
[23:39:31]   +5 [partial_knowledge] ; total=1010 ; rate=21/min ; 202/5816 batches
[23:39:35]   +5 [partial_knowledge] ; total=1015 ; rate=21/min ; 203/5816 batches
[23:40:08]   +5 [partial_knowledge] ; total=1020 ; rate=21/min ; 204/5816 batches
[23:40:21]   +5 [partial_knowledge] ; total=1025 ; rate=21/min ; 205/5816 batches
[23:40:25]   +5 [partial_knowledge] ; total=1030 ; rate=21/min ; 206/5816 batches
[23:40:32]   +5 [partial_knowledge] ; total=1035 ; rate=21/min ; 207/5816 batches
[23:41:04]   +5 [partial_knowledge] ; total=1040 ; rate=21/min ; 208/5816 batches
[23:41:18]   +5 [partial_knowledge] ; total=1045 ; rate=21/min ; 209/5816 batches
[23:41:27]   +5 [partial_knowledge] ; total=1050 ; rate=21/min ; 210/5816 batches
[23:41:28]   +5 [partial_knowledge] ; total=1055 ; rate=21/min ; 211/5816 batches
[23:41:55]   +5 [partial_knowledge] ; total=1060 ; rate=21/min ; 212/5816 batches
[23:42:11]   +5 [partial_knowledge] ; total=1065 ; rate=21/min ; 213/5816 batches
[23:42:21]   +5 [partial_knowledge] ; total=1070 ; rate=21/min ; 214/5816 batches
[23:42:22]   +5 [partial_knowledge] ; total=1075 ; rate=21/min ; 215/5816 batches
[23:42:42]   +5 [partial_knowledge] ; total=1080 ; rate=21/min ; 216/5816 batches
[23:43:03]   +5 [partial_knowledge] ; total=1085 ; rate=21/min ; 217/5816 batches
[23:43:13]   +5 [partial_knowledge] ; total=1090 ; rate=21/min ; 218/5816 batches
[23:43:26]   +5 [partial_knowledge] ; total=1095 ; rate=21/min ; 219/5816 batches
[23:43:39]   +5 [partial_knowledge] ; total=1100 ; rate=21/min ; 220/5816 batches
[23:43:58]   +5 [partial_knowledge] ; total=1105 ; rate=21/min ; 221/5816 batches
[23:44:10]   +5 [partial_knowledge] ; total=1110 ; rate=21/min ; 222/5816 batches
[23:44:15]   +5 [partial_knowledge] ; total=1115 ; rate=21/min ; 223/5816 batches
[23:44:33]   +5 [partial_knowledge] ; total=1120 ; rate=21/min ; 224/5816 batches
[23:44:53]   +5 [partial_knowledge] ; total=1125 ; rate=21/min ; 225/5816 batches
[23:45:02]   +5 [partial_knowledge] ; total=1130 ; rate=21/min ; 226/5816 batches
[23:45:10]   +5 [partial_knowledge] ; total=1135 ; rate=21/min ; 227/5816 batches
[23:45:27]   +5 [partial_knowledge] ; total=1140 ; rate=21/min ; 228/5816 batches
[23:45:43]   +5 [partial_knowledge] ; total=1145 ; rate=21/min ; 229/5816 batches
[23:45:56]   +5 [partial_knowledge] ; total=1150 ; rate=21/min ; 230/5816 batches
[23:46:13]   +5 [partial_knowledge] ; total=1155 ; rate=21/min ; 231/5816 batches
[23:46:23]   +5 [partial_knowledge] ; total=1160 ; rate=21/min ; 232/5816 batches
[23:46:40]   +5 [partial_knowledge] ; total=1165 ; rate=21/min ; 233/5816 batches
[23:46:47]   +5 [partial_knowledge] ; total=1170 ; rate=21/min ; 234/5816 batches
[23:47:05]   +5 [partial_knowledge] ; total=1175 ; rate=21/min ; 235/5816 batches
[23:47:17]   +5 [partial_knowledge] ; total=1180 ; rate=21/min ; 236/5816 batches
[23:47:34]   +5 [partial_knowledge] ; total=1185 ; rate=21/min ; 237/5816 batches
[23:47:35]   +5 [partial_knowledge] ; total=1190 ; rate=22/min ; 238/5816 batches
[23:47:52]   +5 [partial_knowledge] ; total=1195 ; rate=22/min ; 239/5816 batches
[23:48:10]   +5 [partial_knowledge] ; total=1200 ; rate=21/min ; 240/5816 batches
[23:48:22]   +5 [partial_knowledge] ; total=1205 ; rate=21/min ; 241/5816 batches
[23:48:24]   +5 [partial_knowledge] ; total=1210 ; rate=22/min ; 242/5816 batches
[23:48:41]   +5 [partial_knowledge] ; total=1215 ; rate=22/min ; 243/5816 batches
[23:48:59]   +5 [partial_knowledge] ; total=1220 ; rate=22/min ; 244/5816 batches
[23:49:14]   +5 [partial_knowledge] ; total=1225 ; rate=22/min ; 245/5816 batches
[23:49:18]   +5 [partial_knowledge] ; total=1230 ; rate=22/min ; 246/5816 batches
[23:49:35]   +5 [partial_knowledge] ; total=1235 ; rate=22/min ; 247/5816 batches
[23:49:46]   +5 [partial_knowledge] ; total=1240 ; rate=22/min ; 248/5816 batches
[23:49:58]   +5 [partial_knowledge] ; total=1245 ; rate=22/min ; 249/5816 batches
[23:50:04]   +5 [partial_knowledge] ; total=1250 ; rate=22/min ; 250/5816 batches
[23:50:29]   +5 [partial_knowledge] ; total=1255 ; rate=22/min ; 251/5816 batches
[23:50:39]   +5 [partial_knowledge] ; total=1260 ; rate=22/min ; 252/5816 batches
[23:50:54]   +5 [partial_knowledge] ; total=1265 ; rate=22/min ; 253/5816 batches
[23:50:59]   +5 [partial_knowledge] ; total=1270 ; rate=22/min ; 254/5816 batches
[23:51:17]   +5 [partial_knowledge] ; total=1275 ; rate=22/min ; 255/5816 batches
[23:51:30]   +5 [partial_knowledge] ; total=1280 ; rate=22/min ; 256/5816 batches
[23:51:43]   +5 [partial_knowledge] ; total=1285 ; rate=22/min ; 257/5816 batches
[23:51:54]   +5 [partial_knowledge] ; total=1290 ; rate=22/min ; 258/5816 batches
[23:52:10]   +5 [partial_knowledge] ; total=1295 ; rate=22/min ; 259/5816 batches
[23:52:18]   +5 [partial_knowledge] ; total=1300 ; rate=22/min ; 260/5816 batches
[23:52:36]   +5 [partial_knowledge] ; total=1305 ; rate=22/min ; 261/5816 batches
[23:52:52]   +5 [partial_knowledge] ; total=1310 ; rate=22/min ; 262/5816 batches
[23:52:59]   +5 [partial_knowledge] ; total=1315 ; rate=22/min ; 263/5816 batches
[23:53:10]   +5 [partial_knowledge] ; total=1320 ; rate=22/min ; 264/5816 batches
[23:53:21]   +5 [partial_knowledge] ; total=1325 ; rate=22/min ; 265/5816 batches
[23:53:49]   +5 [partial_knowledge] ; total=1330 ; rate=22/min ; 266/5816 batches
[23:53:49]   +5 [partial_knowledge] ; total=1335 ; rate=22/min ; 267/5816 batches
[23:54:01]   +5 [partial_knowledge] ; total=1340 ; rate=22/min ; 268/5816 batches
[23:54:22]   +5 [partial_knowledge] ; total=1345 ; rate=22/min ; 269/5816 batches
[23:54:40]   +5 [partial_knowledge] ; total=1350 ; rate=22/min ; 270/5816 batches
[23:54:41]   +5 [partial_knowledge] ; total=1355 ; rate=22/min ; 271/5816 batches
[23:54:51]   +5 [partial_knowledge] ; total=1360 ; rate=22/min ; 272/5816 batches
[23:55:09]   +5 [partial_knowledge] ; total=1365 ; rate=22/min ; 273/5816 batches
[23:55:37]   +5 [partial_knowledge] ; total=1370 ; rate=22/min ; 274/5816 batches
[23:55:38]   +5 [partial_knowledge] ; total=1375 ; rate=22/min ; 275/5816 batches
[23:55:42]   +5 [partial_knowledge] ; total=1380 ; rate=22/min ; 276/5816 batches
[23:56:06]   +5 [partial_knowledge] ; total=1385 ; rate=22/min ; 277/5816 batches
[23:56:25]   +5 [partial_knowledge] ; total=1390 ; rate=22/min ; 278/5816 batches
[23:56:29]   +5 [partial_knowledge] ; total=1395 ; rate=22/min ; 279/5816 batches
[23:56:29]   +5 [partial_knowledge] ; total=1400 ; rate=22/min ; 280/5816 batches
[23:57:01]   +5 [partial_knowledge] ; total=1405 ; rate=22/min ; 281/5816 batches
[23:57:13]   +5 [partial_knowledge] ; total=1410 ; rate=22/min ; 282/5816 batches
[23:57:23]   +5 [partial_knowledge] ; total=1415 ; rate=22/min ; 283/5816 batches
[23:57:29]   +5 [partial_knowledge] ; total=1420 ; rate=22/min ; 284/5816 batches
[23:58:01]   +5 [partial_knowledge] ; total=1425 ; rate=22/min ; 285/5816 batches
[23:58:05]   +5 [partial_knowledge] ; total=1430 ; rate=22/min ; 286/5816 batches
[23:58:14]   +5 [partial_knowledge] ; total=1435 ; rate=22/min ; 287/5816 batches
[23:58:22]   +5 [partial_knowledge] ; total=1440 ; rate=22/min ; 288/5816 batches
[23:58:48]   +5 [partial_knowledge] ; total=1445 ; rate=22/min ; 289/5816 batches
[23:58:53]   +5 [partial_knowledge] ; total=1450 ; rate=22/min ; 290/5816 batches
[23:59:05]   +5 [partial_knowledge] ; total=1455 ; rate=22/min ; 291/5816 batches
[23:59:15]   +5 [partial_knowledge] ; total=1460 ; rate=22/min ; 292/5816 batches
[23:59:44]   +5 [partial_knowledge] ; total=1465 ; rate=22/min ; 293/5816 batches
[23:59:50]   +5 [partial_knowledge] ; total=1470 ; rate=22/min ; 294/5816 batches
[00:00:01]   +5 [partial_knowledge] ; total=1475 ; rate=22/min ; 295/5816 batches
[00:00:12]   +5 [partial_knowledge] ; total=1480 ; rate=22/min ; 296/5816 batches
[00:00:42]   +5 [partial_knowledge] ; total=1485 ; rate=22/min ; 297/5816 batches
[00:00:49]   +5 [partial_knowledge] ; total=1490 ; rate=22/min ; 298/5816 batches
[00:00:53]   +5 [partial_knowledge] ; total=1495 ; rate=22/min ; 299/5816 batches
[00:01:06]   +5 [partial_knowledge] ; total=1500 ; rate=22/min ; 300/5816 batches
[00:01:35]   +5 [partial_knowledge] ; total=1505 ; rate=22/min ; 301/5816 batches
[00:01:47]   +5 [partial_knowledge] ; total=1510 ; rate=22/min ; 302/5816 batches
[00:01:48]   +5 [partial_knowledge] ; total=1515 ; rate=22/min ; 303/5816 batches
[00:01:57]   +5 [partial_knowledge] ; total=1520 ; rate=22/min ; 304/5816 batches
[00:02:33]   +5 [partial_knowledge] ; total=1525 ; rate=22/min ; 305/5816 batches
[00:02:38]   +5 [partial_knowledge] ; total=1530 ; rate=22/min ; 306/5816 batches
[00:02:44]   +5 [partial_knowledge] ; total=1535 ; rate=22/min ; 307/5816 batches
[00:02:53]   +5 [partial_knowledge] ; total=1540 ; rate=22/min ; 308/5816 batches
[00:03:19]   +5 [partial_knowledge] ; total=1545 ; rate=22/min ; 309/5816 batches
[00:03:29]   +5 [partial_knowledge] ; total=1550 ; rate=22/min ; 310/5816 batches
[00:03:34]   +5 [partial_knowledge] ; total=1555 ; rate=22/min ; 311/5816 batches
[00:03:45]   +5 [partial_knowledge] ; total=1560 ; rate=22/min ; 312/5816 batches
[00:04:10]   +5 [partial_knowledge] ; total=1565 ; rate=22/min ; 313/5816 batches
[00:04:23]   +5 [partial_knowledge] ; total=1570 ; rate=22/min ; 314/5816 batches
[00:04:24]   +5 [partial_knowledge] ; total=1575 ; rate=22/min ; 315/5816 batches
[00:04:38]   +5 [partial_knowledge] ; total=1580 ; rate=22/min ; 316/5816 batches
[00:04:59]   +5 [partial_knowledge] ; total=1585 ; rate=22/min ; 317/5816 batches
[00:05:18]   +5 [partial_knowledge] ; total=1590 ; rate=22/min ; 318/5816 batches
[00:05:24]   +5 [partial_knowledge] ; total=1595 ; rate=22/min ; 319/5816 batches
[00:05:28]   +5 [partial_knowledge] ; total=1600 ; rate=22/min ; 320/5816 batches
[00:05:53]   +5 [partial_knowledge] ; total=1605 ; rate=22/min ; 321/5816 batches
[00:06:08]   +5 [partial_knowledge] ; total=1610 ; rate=22/min ; 322/5816 batches
[00:06:13]   +5 [partial_knowledge] ; total=1615 ; rate=22/min ; 323/5816 batches
[00:06:23]   +5 [partial_knowledge] ; total=1620 ; rate=22/min ; 324/5816 batches
[00:06:39]   +5 [partial_knowledge] ; total=1625 ; rate=22/min ; 325/5816 batches
[00:06:59]   +5 [partial_knowledge] ; total=1630 ; rate=22/min ; 326/5816 batches
[00:07:07]   +5 [partial_knowledge] ; total=1635 ; rate=22/min ; 327/5816 batches
[00:07:10]   +5 [partial_knowledge] ; total=1640 ; rate=22/min ; 328/5816 batches
[00:07:29]   +5 [partial_knowledge] ; total=1645 ; rate=22/min ; 329/5816 batches
[00:07:50]   +5 [partial_knowledge] ; total=1650 ; rate=22/min ; 330/5816 batches
[00:07:56]   +5 [partial_knowledge] ; total=1655 ; rate=22/min ; 331/5816 batches
[00:08:03]   +5 [partial_knowledge] ; total=1660 ; rate=22/min ; 332/5816 batches
[00:08:27]   +5 [partial_knowledge] ; total=1665 ; rate=22/min ; 333/5816 batches
[00:08:43]   +5 [partial_knowledge] ; total=1670 ; rate=22/min ; 334/5816 batches
[00:08:44]   +5 [partial_knowledge] ; total=1675 ; rate=22/min ; 335/5816 batches
[00:08:56]   +5 [partial_knowledge] ; total=1680 ; rate=22/min ; 336/5816 batches
[00:09:18]   +5 [partial_knowledge] ; total=1685 ; rate=22/min ; 337/5816 batches
[00:09:31]   +5 [partial_knowledge] ; total=1690 ; rate=22/min ; 338/5816 batches
[00:09:43]   +5 [partial_knowledge] ; total=1695 ; rate=22/min ; 339/5816 batches
[00:09:49]   +5 [partial_knowledge] ; total=1700 ; rate=22/min ; 340/5816 batches
[00:10:03]   +5 [partial_knowledge] ; total=1705 ; rate=22/min ; 341/5816 batches
[00:10:22]   +5 [partial_knowledge] ; total=1710 ; rate=22/min ; 342/5816 batches
[00:10:32]   +5 [partial_knowledge] ; total=1715 ; rate=22/min ; 343/5816 batches
[00:10:41]   +5 [partial_knowledge] ; total=1720 ; rate=22/min ; 344/5816 batches
[00:10:52]   +5 [partial_knowledge] ; total=1725 ; rate=22/min ; 345/5816 batches
[00:11:14]   +5 [partial_knowledge] ; total=1730 ; rate=22/min ; 346/5816 batches
[00:11:28]   +5 [partial_knowledge] ; total=1735 ; rate=22/min ; 347/5816 batches
[00:11:32]   +5 [partial_knowledge] ; total=1740 ; rate=22/min ; 348/5816 batches
[00:11:46]   +5 [partial_knowledge] ; total=1745 ; rate=22/min ; 349/5816 batches
[00:12:06]   +5 [partial_knowledge] ; total=1750 ; rate=22/min ; 350/5816 batches
[00:12:21]   +5 [partial_knowledge] ; total=1755 ; rate=22/min ; 351/5816 batches
[00:12:23]   +5 [partial_knowledge] ; total=1760 ; rate=22/min ; 352/5816 batches
[00:12:40]   +5 [partial_knowledge] ; total=1765 ; rate=22/min ; 353/5816 batches
[00:13:02]   +5 [partial_knowledge] ; total=1770 ; rate=22/min ; 354/5816 batches
[00:13:14]   +5 [partial_knowledge] ; total=1775 ; rate=22/min ; 355/5816 batches
[00:13:15]   +5 [partial_knowledge] ; total=1780 ; rate=22/min ; 356/5816 batches
[00:13:35]   +5 [partial_knowledge] ; total=1785 ; rate=22/min ; 357/5816 batches
[00:13:57]   +5 [partial_knowledge] ; total=1790 ; rate=22/min ; 358/5816 batches
[00:14:02]   +5 [partial_knowledge] ; total=1795 ; rate=22/min ; 359/5816 batches
[00:14:04]   +5 [partial_knowledge] ; total=1800 ; rate=22/min ; 360/5816 batches
[00:14:24]   +5 [partial_knowledge] ; total=1805 ; rate=22/min ; 361/5816 batches
[00:14:52]   +5 [partial_knowledge] ; total=1810 ; rate=22/min ; 362/5816 batches
[00:14:56]   +5 [partial_knowledge] ; total=1815 ; rate=22/min ; 363/5816 batches
[00:14:59]   +5 [partial_knowledge] ; total=1820 ; rate=22/min ; 364/5816 batches
[00:15:20]   +5 [partial_knowledge] ; total=1825 ; rate=22/min ; 365/5816 batches
[00:15:45]   +5 [partial_knowledge] ; total=1830 ; rate=22/min ; 366/5816 batches
[00:15:46]   +5 [partial_knowledge] ; total=1835 ; rate=22/min ; 367/5816 batches
[00:15:56]   +5 [partial_knowledge] ; total=1840 ; rate=22/min ; 368/5816 batches
